Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
1,No,34,0,2475,47,168,21,2,Month,Active,25,869.49,No
0,No,25,0,1010,30,186,9,2,Contract,Active,25,883.8,No
0,No,24,0,1263,33,23,66,4,Month,Active,45,89.9,No
6,No,25,0,395,19,3,5,2,Month,Not_Active,25,32.13,No
0,No,24,0,520,4,14,1,4,Month,Not_Active,45,48.1,No
5,No,23,0,920,26,12,11,2,Month,Active,25,96.57,No
0,No,23,0,2920,55,1,21,3,Month,Active,30,123,No
0,No,16,0,1390,20,21,12,2,Month,Active,25,157.95,No
11,No,15,0,6087,135,78,40,1,Contract,Active,15,771.21,No
7,No,13,0,8627,165,66,38,4,Month,Active,45,384.8,No
3,No,14,2,2547,39,24,17,3,Month,Active,30,199.44,No
0,No,7,0,4085,34,208,8,3,Month,Active,30,996.76,No
0,No,7,0,1182,13,0,5,2,Month,Active,25,53.775,Yes
3,No,36,0,4065,65,0,15,2,Month,Active,25,185.85,No
0,No,37,0,0,0,0,0,2,Month,Not_Active,25,0,No
5,No,35,0,2148,54,352,22,2,Month,Active,25,1683.09,No
5,No,36,0,3893,60,0,33,1,Month,Active,15,217.415,No
0,No,36,0,2088,52,0,31,1,Month,Active,15,117.7,No
6,No,36,0,3470,76,25,26,2,Month,Active,25,272.07,No
0,No,36,0,2055,33,278,16,3,Month,Active,30,1195.52,No
8,No,35,1,8810,115,137,41,3,Month,Active,30,905,No
2,No,36,0,13468,163,0,42,3,Month,Active,30,545.24,No
2,No,36,0,4210,77,0,23,3,Month,Active,30,171.48,No
1,No,36,0,5613,89,0,10,2,Month,Active,25,256.59,No
4,No,36,0,1933,48,1,15,3,Month,Not_Active,30,83.24,No
20,No,36,2,14835,219,47,30,3,Month,Active,30,790.16,No
0,No,36,0,2790,21,476,6,3,Month,Active,30,2016.44,No
4,No,35,0,15180,176,143,28,2,Month,Active,25,1334.52,No
0,No,35,0,6195,80,179,24,3,Month,Active,30,967,No
0,No,35,0,570,8,0,9,2,Month,Not_Active,25,26.01,No
0,No,36,0,405,8,6,6,2,Month,Not_Active,25,45.585,No
0,No,35,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,35,0,7203,121,377,41,2,Month,Active,25,2026.08,No
2,No,35,0,11160,148,4,45,3,Month,Active,30,468.32,No
3,No,35,0,6413,69,101,35,2,Month,Active,25,746.19,No
18,Yes,31,0,650,41,9,15,2,Month,Not_Active,25,71.595,Yes
16,No,34,7,10130,87,0,40,4,Month,Active,45,255.425,No
8,No,34,0,5513,92,19,22,2,Month,Active,25,337.725,Yes
0,No,32,0,2535,16,0,12,3,Month,Active,30,102.04,No
4,Yes,33,0,2685,35,2,14,2,Month,Not_Active,25,131.4,Yes
4,No,34,0,1963,38,27,29,3,Month,Not_Active,30,188.04,Yes
0,Yes,34,0,0,0,0,0,3,Month,Not_Active,30,0,Yes
0,No,34,0,1363,19,0,4,3,Month,Active,30,55.28,No
0,No,31,0,6480,91,7,20,4,Month,Active,45,181.775,No
0,No,34,0,323,1,2,2,4,Month,Not_Active,45,13.1,Yes
0,No,34,0,0,0,0,0,5,Month,Active,55,0,No
20,No,29,2,15770,232,0,78,2,Month,Active,25,720.09,No
1,No,32,2,6660,110,264,31,2,Contract,Active,25,1492.65,No
0,No,34,0,3413,76,0,26,2,Month,Active,25,157.005,No
0,No,33,0,1360,38,31,18,3,Month,Not_Active,30,179.92,No
1,No,34,0,2475,47,168,21,2,Month,Active,25,869.49,No
0,No,25,0,1010,30,186,9,2,Contract,Active,25,883.8,No
0,No,24,0,1263,33,23,66,4,Month,Active,45,89.9,No
6,No,25,0,395,19,3,5,2,Month,Not_Active,25,32.13,No
0,No,24,0,520,4,14,1,4,Month,Not_Active,45,48.1,No
5,No,23,0,920,26,12,11,2,Month,Active,25,96.57,No
0,No,23,0,2920,55,1,21,3,Month,Active,30,123,No
0,No,16,0,1390,20,21,12,2,Month,Active,25,157.95,No
11,No,15,0,6087,135,78,40,1,Contract,Active,15,771.21,No
7,No,13,0,8627,165,66,38,4,Month,Active,45,384.8,No
3,No,14,2,2547,39,24,17,3,Month,Active,30,199.44,No
0,No,7,0,4085,34,208,8,3,Month,Active,30,996.76,No
0,No,7,0,1182,13,0,5,2,Month,Active,25,53.775,Yes
13,No,40,1,4675,77,12,19,3,Month,Active,30,238.08,No
5,No,41,0,623,11,14,6,3,Month,Not_Active,30,81.36,No
15,No,39,1,2758,66,366,26,3,Month,Active,30,1576.96,No
15,No,40,1,4503,72,8,37,1,Month,Active,15,295.625,No
8,No,40,1,2698,64,9,35,2,Month,Active,25,164.79,No
16,No,40,2,4080,88,39,30,3,Month,Active,30,322.72,No
9,No,40,1,2665,45,292,20,3,Month,Active,30,1276.4,No
18,No,39,3,9420,127,151,45,3,Month,Active,30,985.88,No
12,No,40,1,14078,175,7,46,3,Month,Active,30,598.12,No
12,No,40,2,4820,89,9,27,3,Month,Active,30,232.36,No
11,No,40,1,6223,101,14,14,3,Month,Active,30,308.96,No
14,Yes,40,0,2543,60,15,19,3,Month,Not_Active,30,164.12,No
30,No,40,4,15445,231,61,34,3,Contract,Active,30,871.04,No
9,No,40,2,3400,33,490,10,3,Month,Active,30,2097.32,No
14,No,39,1,15790,188,157,32,2,Month,Active,25,1425.51,No
8,No,39,2,6805,92,193,28,3,Month,Active,30,1047.88,No
5,No,39,0,1180,20,7,13,2,Month,Not_Active,25,85.5,No
7,No,40,0,1015,20,20,10,3,Month,Not_Active,30,121.4,No
5,No,39,0,305,6,7,2,2,Month,Not_Active,25,45.495,Yes
8,No,39,1,7813,133,391,45,3,Month,Active,30,1881.84,No
12,No,39,2,11770,160,18,49,4,Month,Active,45,343.25,No
13,No,39,2,7023,81,115,39,2,Month,Active,25,837.18,No
28,No,35,0,1260,53,23,19,3,Month,Not_Active,30,144.52,Yes
26,No,38,9,10740,99,8,44,5,Month,Active,55,174.585,No
18,No,38,2,6123,104,33,26,2,Month,Active,25,428.715,No
6,No,36,1,3145,28,7,16,3,Month,Active,30,154.92,No
14,Yes,37,0,3295,47,16,18,3,Month,Not_Active,30,197.68,Yes
14,Yes,38,0,2573,50,41,33,4,Month,Not_Active,45,168.075,Yes
5,No,38,0,438,8,7,4,3,Month,Not_Active,30,45.84,Yes
6,No,38,1,1973,31,7,8,4,Month,Active,45,67.6,No
8,No,35,2,7090,103,21,24,5,Month,Active,55,139.395,No
5,No,38,0,933,13,16,6,4,Month,Not_Active,45,63.65,Yes
5,No,38,2,643,10,11,4,5,Month,Active,55,26.295,No
30,No,33,4,16380,244,7,82,2,Contract,Active,25,779.58,No
11,No,36,4,7270,122,278,35,3,Contract,Active,30,1407.68,No
7,No,38,1,4023,88,9,30,3,Month,Active,30,200.44,No
8,No,37,0,1970,50,45,22,3,Month,Not_Active,30,260.8,No
11,No,38,1,3085,59,182,25,2,Month,Active,25,960.48,No
9,No,29,2,1620,42,200,13,3,Contract,Active,30,866.48,No
9,No,28,1,1873,45,37,70,5,Month,Active,55,84.27,No
16,No,29,0,1005,31,17,9,3,Month,Not_Active,30,109.44,No
5,No,28,0,1130,16,28,5,4,Month,Not_Active,45,98.65,No
15,No,27,1,1530,38,26,15,2,Month,Active,25,187.56,No
7,No,27,1,3530,67,15,25,3,Month,Active,30,203.88,No
7,No,20,1,2000,32,35,16,3,Month,Active,30,221.28,No
21,No,19,2,6698,147,92,44,2,Contract,Active,25,722.025,No
17,No,17,1,9238,177,80,42,5,Month,Active,55,261.225,No
13,No,18,4,3158,51,38,21,3,Contract,Active,30,280.36,No
7,No,11,2,4695,46,222,12,3,Month,Active,30,1077.64,No
8,Yes,11,2,1793,25,7,9,3,Month,Active,30,100.72,Yes
16,No,42,2,4735,80,17,21,3,Month,Active,30,260.6,No
8,No,43,2,683,14,19,8,3,Month,Active,30,103.88,No
18,No,41,2,2818,69,371,28,3,Month,Active,30,1599.48,No
18,No,42,2,4563,75,13,39,1,Month,Active,15,326.59,No
11,No,42,2,2758,67,14,37,2,Month,Active,25,190.125,No
19,No,42,3,4140,91,44,32,3,Month,Active,30,345.24,No
12,No,42,2,2725,48,297,22,4,Month,Active,45,811.825,No
21,No,41,4,9480,130,156,47,3,Month,Active,30,1008.4,No
15,No,42,2,14138,178,12,48,3,Month,Active,30,620.64,No
15,No,42,3,4880,92,14,29,4,Month,Active,45,159.3,No
14,No,42,2,6283,104,19,16,3,Month,Active,30,331.48,No
17,No,42,2,2603,63,20,21,4,Month,Active,45,116.65,No
33,No,42,5,15505,234,66,36,3,Contract,Active,30,893.56,No
12,No,42,3,3460,36,495,12,4,Month,Active,45,1324.9,No
17,No,41,2,15850,191,162,34,2,Month,Active,25,1450.845,No
11,No,41,3,6865,95,198,30,3,Month,Active,30,1070.4,No
8,No,41,2,1240,23,12,15,2,Month,Active,25,110.835,No
10,No,42,2,1075,23,25,12,3,Month,Active,30,143.92,No
8,No,41,2,365,9,12,4,3,Month,Active,30,62.96,Yes
11,No,41,2,7873,136,396,47,3,Month,Active,30,1904.36,No
15,No,41,3,11830,163,23,51,4,Month,Active,45,357.325,No
16,No,41,3,7083,84,120,41,2,Month,Active,25,862.515,No
31,Yes,37,2,1320,56,28,21,3,Month,Active,30,167.04,Yes
29,Yes,40,10,10800,102,13,46,5,Contract,Active,55,183.03,No
21,No,40,3,6183,107,38,28,3,Month,Active,30,403.6,No
9,No,38,2,3205,31,12,18,3,Month,Active,30,177.44,No
17,Yes,39,2,3355,50,21,20,3,Month,Active,30,220.2,Yes
17,No,40,2,2633,53,46,35,4,Month,Active,45,182.15,Yes
8,No,40,2,498,11,12,6,3,Month,Active,30,68.36,Yes
9,No,40,2,2033,34,12,10,4,Month,Active,45,81.675,No
11,No,37,3,7150,106,26,26,5,Month,Active,55,147.84,No
8,Yes,40,2,993,16,21,8,4,Month,Active,45,77.725,Yes
8,No,40,3,703,13,16,6,5,Month,Active,55,34.74,No
33,No,35,5,16440,247,12,84,2,Contract,Active,25,804.915,No
14,No,38,5,7330,125,283,37,3,Contract,Active,30,1430.2,No
10,No,40,2,4083,91,14,32,3,Month,Active,30,222.96,No
11,No,39,2,2030,53,50,24,4,Month,Active,45,177.075,No
14,No,40,2,3145,62,187,27,2,Month,Active,25,985.815,No
12,No,31,3,1680,45,205,15,3,Contract,Active,30,889,No
12,No,30,2,1933,48,42,72,5,Month,Active,55,92.715,No
19,No,31,2,1065,34,22,11,3,Month,Active,30,131.96,No
8,No,30,2,1190,19,33,7,4,Month,Active,45,112.725,No
18,No,29,2,1590,41,31,17,2,Month,Active,25,212.895,No
10,No,29,2,3590,70,20,27,3,Month,Active,30,226.4,No
10,No,22,2,2060,35,40,18,3,Month,Active,30,243.8,No
24,No,21,3,6758,150,97,46,2,Contract,Active,25,747.36,No
20,No,19,2,9298,180,85,44,5,Month,Active,55,269.67,No
16,No,20,5,3218,54,43,23,3,Contract,Active,30,302.88,No
10,No,13,3,4755,49,227,14,3,Month,Active,30,1100.16,No
11,Yes,13,3,1853,28,12,11,3,Month,Active,30,123.24,Yes
10,No,38,1,4615,74,7,17,3,Month,Active,30,215.56,No
5,No,39,0,563,8,9,4,3,Month,Not_Active,30,58.84,No
12,No,37,1,2698,63,361,24,3,Month,Active,30,1554.44,No
12,No,38,1,4443,69,7,35,1,Month,Active,15,286.66,No
5,No,38,1,2638,61,7,33,2,Month,Active,25,152.955,No
13,No,38,1,4020,85,34,28,3,Month,Active,30,300.2,No
6,No,38,1,2605,42,287,18,3,Month,Active,30,1253.88,No
15,No,37,2,9360,124,146,43,3,Month,Active,30,963.36,No
9,No,38,1,14018,172,7,44,3,Month,Active,30,595.6,No
9,No,38,1,4760,86,7,25,3,Month,Active,30,221.84,No
8,No,38,1,6163,98,9,12,3,Month,Active,30,286.44,No
11,No,38,0,2483,57,10,17,3,Month,Not_Active,30,141.6,No
27,No,38,3,15385,228,56,32,3,Month,Active,30,848.52,No
6,No,38,1,3340,30,485,8,3,Month,Active,30,2074.8,No
11,No,37,1,15730,185,152,30,2,Month,Active,25,1400.175,No
5,No,37,1,6745,89,188,26,3,Month,Active,30,1025.36,No
5,No,37,0,1120,17,7,11,2,Month,Not_Active,25,82.665,No
5,No,38,0,955,17,15,8,3,Month,Not_Active,30,98.88,No
5,No,37,0,305,6,7,2,2,Month,Not_Active,25,45.495,Yes
5,No,37,1,7753,130,386,43,3,Month,Active,30,1859.32,No
9,No,37,1,11710,157,13,47,4,Month,Active,45,329.175,No
10,No,37,1,6963,78,110,37,2,Month,Active,25,811.845,No
25,Yes,33,0,1200,50,18,17,3,Month,Not_Active,30,122,Yes
23,No,36,8,10680,96,7,42,5,Month,Active,55,172.14,No
15,No,36,1,6063,101,28,24,2,Month,Active,25,403.38,No
5,No,34,1,3085,25,7,14,3,Month,Active,30,152.4,No
11,No,35,0,3235,44,11,16,3,Month,Not_Active,30,175.16,Yes
11,Yes,36,0,2513,47,36,31,3,Month,Not_Active,30,246.4,Yes
5,No,36,0,305,6,7,2,3,Month,Not_Active,30,40.44,Yes
5,No,36,1,1913,28,7,6,4,Month,Active,45,66.025,No
5,No,33,1,7030,100,16,22,5,Month,Active,55,130.95,No
5,No,36,0,873,10,11,4,4,Month,Not_Active,45,49.575,Yes
5,No,36,1,305,6,7,2,5,Month,Active,55,15.165,No
27,No,31,3,16320,241,7,80,2,Month,Active,25,776.745,No
8,No,34,3,7210,119,273,33,2,Contract,Active,25,1558.305,No
5,No,36,1,3963,85,7,28,3,Month,Active,30,189.92,No
5,No,35,0,1910,47,40,20,3,Month,Not_Active,30,238.28,No
8,No,36,1,3025,56,177,23,2,Month,Active,25,935.145,No
6,No,27,1,1560,39,195,11,2,Contract,Active,25,949.455,No
6,No,26,1,1813,42,32,68,4,Month,Active,45,126.375,No
13,No,27,0,945,28,12,7,3,Month,Not_Active,30,86.92,No
5,No,26,0,1070,13,23,3,4,Month,Not_Active,45,84.575,No
12,No,25,1,1470,35,21,13,2,Month,Active,25,162.225,No
5,No,25,1,3470,64,10,23,3,Month,Active,30,181.36,No
5,No,18,1,1940,29,30,14,2,Month,Active,25,223.605,No
18,No,17,1,6638,144,87,42,2,Contract,Active,25,696.69,No
14,No,15,1,9178,174,75,40,5,Month,Active,55,252.78,No
10,No,16,3,3098,48,33,19,3,Month,Active,30,257.84,No
5,No,9,1,4635,43,217,10,3,Month,Active,30,1055.12,No
5,Yes,9,1,1733,22,7,7,3,Month,Active,30,98.2,Yes
14,No,44,2,4755,79,22,23,3,Month,Active,30,281.36,No
6,No,45,0,703,13,24,10,3,Month,Not_Active,30,124.64,No
16,No,43,2,2838,68,376,30,3,Month,Active,30,1620.24,No
16,No,44,2,4583,74,18,41,1,Month,Active,15,355.135,No
9,No,44,2,2778,66,19,39,2,Month,Active,25,213.48,No
17,No,44,3,4160,90,49,34,3,Month,Active,30,366,No
10,No,44,2,2745,47,302,24,4,Month,Active,45,824.8,No
19,No,43,4,9500,129,161,49,3,Month,Active,30,1029.16,No
13,No,44,2,14158,177,17,50,3,Month,Active,30,641.4,No
13,No,44,3,4900,91,19,31,3,Month,Active,30,275.64,No
12,No,44,2,6303,103,24,18,3,Month,Active,30,352.24,No
15,Yes,44,0,2623,62,25,23,3,Month,Not_Active,30,207.4,No
31,No,44,5,15525,233,71,38,3,Month,Active,30,914.32,No
10,No,44,3,3480,35,500,14,4,Month,Active,45,1337.875,No
15,No,43,2,15870,190,167,36,2,Month,Active,25,1474.2,No
9,No,43,3,6885,94,203,32,3,Month,Active,30,1091.16,No
6,No,43,0,1260,22,17,17,2,Month,Not_Active,25,134.19,No
8,No,44,0,1095,22,30,14,3,Month,Not_Active,30,164.68,No
6,No,43,0,385,8,17,6,2,Month,Not_Active,25,94.185,Yes
9,No,43,2,7893,135,401,49,3,Month,Active,30,1925.12,No
13,No,43,3,11850,162,28,53,4,Month,Active,45,370.3,No
14,No,43,3,7103,83,125,43,2,Month,Active,25,885.87,No
29,Yes,39,0,1340,55,33,23,3,Month,Not_Active,30,187.8,Yes
27,No,42,10,10820,101,18,48,5,Month,Active,55,190.815,No
19,No,42,3,6203,106,43,30,3,Month,Active,30,424.36,No
7,No,40,2,3225,30,17,20,3,Month,Active,30,198.2,No
15,Yes,41,0,3375,49,26,22,3,Month,Not_Active,30,240.96,Yes
15,Yes,42,0,2653,52,51,37,4,Month,Not_Active,45,195.125,Yes
6,No,42,0,518,10,17,8,3,Month,Not_Active,30,89.12,Yes
7,No,42,2,2053,33,17,12,4,Month,Active,45,94.65,No
9,No,39,3,7170,105,31,28,5,Month,Active,55,155.625,No
6,Yes,42,0,1013,15,26,10,4,Month,Not_Active,45,90.7,Yes
6,No,42,3,723,12,21,8,5,Month,Active,55,42.525,No
31,No,37,5,16460,246,17,86,2,Month,Active,25,828.27,No
12,No,40,5,7350,124,288,39,3,Contract,Active,30,1450.96,No
8,No,42,2,4103,90,19,34,3,Month,Active,30,243.72,No
9,Yes,41,0,2050,52,55,26,4,Month,Not_Active,45,190.05,No
12,No,42,2,3165,61,192,29,2,Month,Active,25,1009.17,No
10,No,33,3,1700,44,210,17,3,Contract,Active,30,909.76,No
10,No,32,2,1953,47,47,74,5,Month,Active,55,100.5,No
17,No,33,0,1085,33,27,13,3,Month,Not_Active,30,152.72,No
6,No,32,0,1210,18,38,9,4,Month,Not_Active,45,125.7,No
16,No,31,2,1610,40,36,19,2,Month,Active,25,236.25,No
8,No,31,2,3610,69,25,29,3,Month,Active,30,247.16,No
8,No,24,2,2080,34,45,20,3,Month,Active,30,264.56,No
22,No,23,3,6778,149,102,48,2,Contract,Active,25,770.715,No
18,No,21,2,9318,179,90,46,5,Month,Active,55,277.455,No
14,No,22,5,3238,53,48,25,3,Contract,Active,30,323.64,No
8,No,15,3,4775,48,232,16,3,Month,Active,30,1120.92,No
9,Yes,15,3,1873,27,17,13,3,Month,Active,30,144,Yes
12,No,36,1,4595,75,7,15,3,Month,Active,30,214.8,No
5,No,37,0,305,6,7,2,3,Month,Not_Active,30,40.44,No
14,No,35,1,2678,64,356,22,3,Month,Active,30,1533.68,No
14,No,36,1,4423,70,7,33,2,Month,Active,25,233.685,No
7,No,36,1,2618,62,7,31,2,Month,Active,25,152.1,No
15,No,36,1,4000,86,29,26,3,Month,Active,30,279.44,No
8,No,36,1,2585,43,282,16,3,Month,Active,30,1233.12,No
17,No,35,2,9340,125,141,41,3,Month,Active,30,942.6,No
11,No,36,1,13998,173,7,42,3,Month,Active,30,594.84,No
11,No,36,1,4740,87,7,23,3,Month,Active,30,221.08,No
10,No,36,1,6143,99,7,10,3,Month,Active,30,277.68,No
13,No,36,0,2463,58,7,15,3,Month,Not_Active,30,128.84,No
29,No,36,3,15365,229,51,30,3,Month,Active,30,827.76,No
8,No,36,1,3320,31,480,6,3,Month,Active,30,2054.04,No
13,No,35,1,15710,186,147,28,2,Month,Active,25,1376.82,No
7,No,35,1,6725,90,183,24,3,Month,Active,30,1004.6,No
5,No,35,0,1100,18,7,9,2,Month,Not_Active,25,81.81,No
6,No,36,0,935,18,10,6,3,Month,Not_Active,30,78.12,No
5,No,35,0,305,6,7,2,2,Month,Not_Active,25,45.495,Yes
7,No,35,1,7733,131,381,41,3,Month,Active,30,1838.56,No
11,No,35,1,11690,158,8,45,4,Month,Active,45,316.2,No
12,No,35,1,6943,79,105,35,2,Month,Active,25,788.49,No
27,Yes,31,0,1180,51,13,15,3,Month,Not_Active,30,101.24,Yes
25,No,34,8,10660,97,7,40,5,Month,Active,55,171.855,No
17,No,34,1,6043,102,23,22,2,Month,Active,25,380.025,No
5,No,32,1,3065,26,7,12,3,Month,Active,30,151.64,No
13,Yes,33,0,3215,45,7,14,3,Month,Not_Active,30,158.4,Yes
13,Yes,34,0,2493,48,31,29,3,Month,Not_Active,30,225.64,Yes
5,No,34,0,305,6,7,2,3,Month,Not_Active,30,40.44,Yes
5,No,34,1,1893,29,7,4,4,Month,Active,45,65.55,No
7,No,31,1,7010,101,11,20,5,Month,Active,55,123.165,No
5,No,34,0,305,6,7,2,4,Month,Not_Active,45,25.275,Yes
5,No,34,1,305,6,7,2,5,Month,Active,55,15.165,No
29,No,29,3,16300,242,7,78,2,Month,Active,25,775.89,No
10,No,32,3,7190,120,268,31,3,Contract,Active,30,1364.4,No
6,No,34,1,3943,86,7,26,3,Month,Active,30,189.16,No
7,No,33,0,1890,48,35,18,3,Month,Not_Active,30,217.52,No
10,No,34,1,3005,57,172,21,2,Month,Active,25,911.79,No
8,No,25,1,1540,40,190,9,3,Contract,Active,30,823.2,No
8,No,24,1,1793,43,27,66,4,Month,Active,45,113.4,No
15,No,25,0,925,29,7,5,3,Month,Not_Active,30,66.16,No
5,No,24,0,305,6,18,2,4,Month,Not_Active,45,52.775,No
14,No,23,1,1450,36,16,11,2,Month,Active,25,138.87,No
6,No,23,1,3450,65,7,21,3,Month,Active,30,168.6,No
6,No,16,1,1920,30,25,12,2,Month,Active,25,200.25,No
20,No,15,1,6618,145,82,40,2,Contract,Active,25,673.335,No
16,No,13,1,9158,175,70,38,5,Month,Active,55,244.995,No
12,No,14,3,3078,49,28,17,3,Month,Active,30,237.08,No
6,No,7,1,4615,44,212,8,3,Month,Active,30,1034.36,No
7,Yes,7,1,1713,23,7,5,3,Month,Active,30,97.44,Yes
18,No,46,2,4935,87,27,25,3,Month,Active,30,308.88,No
10,No,47,0,883,21,29,12,3,Month,Not_Active,30,152.16,No
20,No,45,2,3018,76,381,32,3,Month,Active,30,1647.76,No
20,No,46,2,4763,82,23,43,1,Month,Active,15,392.975,No
13,No,46,2,2958,74,24,41,2,Month,Active,25,244.44,No
21,No,46,3,4340,98,54,36,3,Month,Active,30,393.52,No
14,No,46,2,2925,55,307,26,4,Month,Active,45,842,No
23,No,45,4,9680,137,166,51,3,Month,Active,30,1056.68,No
17,No,46,2,14338,185,22,52,3,Month,Active,30,668.92,No
17,No,46,3,5080,99,24,33,4,Month,Active,45,189.475,No
16,No,46,2,6483,111,29,20,3,Month,Active,30,379.76,No
19,No,46,0,2803,70,30,25,4,Month,Not_Active,45,146.825,No
35,No,46,5,15705,241,76,40,3,Month,Active,30,941.84,No
14,No,46,3,3660,43,505,16,4,Month,Active,45,1355.075,No
19,No,45,2,16050,198,172,38,2,Month,Active,25,1505.16,No
13,No,45,3,7065,102,208,34,4,Month,Active,45,699.175,No
10,No,45,0,1440,30,22,19,3,Month,Not_Active,30,146.8,No
12,No,46,0,1275,30,35,16,3,Month,Not_Active,30,192.2,No
10,No,45,0,565,16,22,8,3,Month,Not_Active,30,111.24,Yes
13,No,45,2,8073,143,406,51,3,Month,Active,30,1952.64,No
17,No,45,3,12030,170,33,55,4,Month,Active,45,387.5,No
18,No,45,3,7283,91,130,45,2,Month,Active,25,916.83,No
33,Yes,41,0,1520,63,38,25,3,Month,Not_Active,30,215.32,Yes
31,No,44,10,11000,109,23,50,5,Month,Active,55,201.135,No
23,No,44,3,6383,114,48,32,3,Month,Active,30,451.88,No
11,No,42,2,3405,38,22,22,4,Month,Active,45,141.075,No
19,Yes,43,0,3555,57,31,24,3,Month,Not_Active,30,268.48,Yes
19,Yes,44,0,2833,60,56,39,4,Month,Not_Active,45,212.325,Yes
10,No,44,0,698,18,22,10,3,Month,Not_Active,30,116.64,Yes
11,No,44,2,2233,41,22,14,4,Month,Active,45,111.85,No
13,No,41,3,7350,113,36,30,5,Month,Active,55,165.945,No
10,Yes,44,0,1193,23,31,12,4,Month,Not_Active,45,107.9,Yes
10,No,44,3,903,20,26,10,5,Month,Active,55,52.845,No
35,No,39,5,16640,254,22,88,2,Contract,Active,25,859.23,No
16,Yes,42,5,7530,132,293,41,3,Contract,Active,30,1478.48,No
12,No,44,2,4283,98,24,36,3,Month,Active,30,271.24,No
13,No,43,0,2230,60,60,28,4,Month,Not_Active,45,207.25,No
16,No,44,2,3345,69,197,31,2,Month,Active,25,1040.13,No
14,No,35,3,1880,52,215,19,3,Contract,Active,30,937.28,No
14,No,34,2,2133,55,52,76,5,Month,Active,55,110.82,No
21,No,35,0,1265,41,32,15,3,Month,Not_Active,30,180.24,No
10,No,34,0,1390,26,43,11,4,Month,Not_Active,45,142.9,No
20,No,33,2,1790,48,41,21,2,Month,Active,25,267.21,No
12,No,33,2,3790,77,30,31,4,Month,Active,45,171.675,No
12,No,26,2,2260,42,50,22,3,Month,Active,30,292.08,No
26,No,25,3,6958,157,107,50,2,Contract,Active,25,801.675,No
22,No,23,2,9498,187,95,48,5,Month,Active,55,287.775,No
18,No,24,5,3418,61,53,27,4,Contract,Active,45,219.475,No
12,No,17,3,4955,56,237,18,3,Month,Active,30,1148.44,No
13,No,17,3,2053,35,22,15,3,Month,Active,30,171.52,Yes
8,No,34,1,4415,67,7,13,3,Month,Active,30,207.28,No
5,No,35,0,305,6,7,2,2,Month,Not_Active,25,45.495,No
10,No,33,1,2498,56,351,20,3,Month,Active,30,1506.16,No
10,No,34,1,4243,62,7,31,2,Month,Active,25,225.225,No
5,No,34,1,2438,54,7,29,1,Month,Active,15,175.56,No
11,No,34,1,3820,78,24,24,3,Month,Active,30,251.92,No
5,No,34,1,2405,35,277,14,3,Month,Active,30,1205.6,No
13,No,33,2,9160,117,136,39,3,Month,Active,30,915.08,No
7,No,34,1,13818,165,7,40,3,Month,Active,30,587.32,No
7,No,34,1,4560,79,7,21,3,Month,Active,30,213.56,No
6,No,34,1,5963,91,7,8,3,Month,Active,30,270.16,No
9,No,34,0,2283,50,7,13,3,Month,Not_Active,30,121.32,No
25,No,34,3,15185,221,46,28,3,Month,Active,30,800.24,No
5,No,34,1,3140,23,475,4,3,Month,Active,30,2026.52,No
9,No,33,1,15530,178,142,26,2,Month,Active,25,1345.86,No
5,No,33,1,6545,82,178,22,3,Month,Active,30,977.08,No
5,No,33,0,920,10,7,7,2,Month,Not_Active,25,73.35,No
5,No,34,0,755,10,7,4,3,Month,Not_Active,30,58.6,No
5,No,33,0,305,6,7,2,2,Month,Not_Active,25,45.495,Yes
5,No,33,1,7553,123,376,39,2,Month,Active,25,2037.42,No
7,No,33,1,11510,150,7,43,4,Month,Active,45,309,No
8,No,33,1,6763,71,100,33,2,Month,Active,25,757.53,No
23,No,29,0,1000,43,8,13,2,Month,Not_Active,25,82.935,Yes
21,No,32,8,10480,89,7,38,5,Month,Active,55,169.035,No
13,No,32,1,5863,94,18,20,2,Month,Active,25,349.065,Yes
5,No,30,1,2885,18,7,10,3,Month,Active,30,144.12,No
9,No,31,0,3035,37,7,12,3,Month,Not_Active,30,150.88,Yes
9,Yes,32,0,2313,40,26,27,3,Month,Not_Active,30,198.12,Yes
5,No,32,0,305,6,7,2,3,Month,Not_Active,30,40.44,Yes
5,No,32,1,305,6,7,2,3,Month,Active,30,40.44,No
5,No,29,1,6830,93,7,18,5,Month,Active,55,114.345,No
5,No,32,0,305,6,7,2,4,Month,Not_Active,45,25.275,Yes
5,No,32,1,305,6,7,2,5,Month,Active,55,15.165,Yes
25,No,27,3,16120,234,7,76,2,Month,Active,25,767.43,No
6,No,30,3,7010,112,263,29,2,Contract,Active,25,1503.99,No
5,No,32,1,3763,78,7,24,2,Month,Active,25,204.345,No
5,No,31,0,1710,40,30,16,3,Month,Not_Active,30,190,No
6,No,32,1,2825,49,167,19,2,Month,Active,25,880.83,No
5,No,23,1,1360,32,185,7,2,Contract,Active,25,895.14,No
5,No,22,1,1613,35,22,64,4,Month,Active,45,96.2,No
11,No,23,0,745,21,7,3,2,Month,Not_Active,25,65.97,No
5,No,22,0,305,6,13,2,4,Month,Not_Active,45,40.275,No
10,No,21,1,1270,28,11,9,2,Month,Active,25,107.91,No
5,No,21,1,3270,57,7,19,3,Month,Active,30,161.08,No
